# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
70.45           	U               	(1.04441187e-03 1.41728997e-03 -5.92407249e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11904294e+00 3.15904344e-01 9.47140282e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.5            	p               	-4.96705550e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69787824e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
70.5            	U               	(1.04438856e-03 1.41730428e-03 -5.92408925e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11904194e+00 3.15904650e-01 9.47137462e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.55           	p               	-4.96701378e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69788015e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70.55           	U               	(1.04437492e-03 1.41730971e-03 -5.92404683e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11904095e+00 3.15904956e-01 9.47134977e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.6            	p               	-4.96692205e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69796806e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
70.6            	U               	(1.04435222e-03 1.41732351e-03 -5.92405880e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903996e+00 3.15905260e-01 9.47132482e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.65           	p               	-4.96687644e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69797392e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70.65           	U               	(1.04433823e-03 1.41732933e-03 -5.92402066e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903898e+00 3.15905565e-01 9.47129918e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.7            	p               	-4.96679131e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69805959e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
70.7            	U               	(1.04431572e-03 1.41734303e-03 -5.92403074e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903800e+00 3.15905866e-01 9.47127242e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.75           	p               	-4.96675560e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69806051e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70.75           	U               	(1.04430275e-03 1.41734791e-03 -5.92398932e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903702e+00 3.15906168e-01 9.47125174e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.8            	p               	-4.96665756e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69815427e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
70.8            	U               	(1.04428012e-03 1.41736177e-03 -5.92400452e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903605e+00 3.15906468e-01 9.47122405e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.85           	p               	-4.96662124e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69814928e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70.85           	U               	(1.04426658e-03 1.41736724e-03 -5.92396417e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903507e+00 3.15906768e-01 9.47119984e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.9            	p               	-4.96652708e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69824154e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
70.9            	U               	(1.04424459e-03 1.41738055e-03 -5.92397467e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903411e+00 3.15907066e-01 9.47117535e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
70.95           	p               	-4.96648602e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69824167e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70.95           	U               	(1.04423067e-03 1.41738645e-03 -5.92393868e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903314e+00 3.15907363e-01 9.47115035e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71              	p               	-4.96639903e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69833145e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71              	U               	(1.04420900e-03 1.41739954e-03 -5.92394679e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903218e+00 3.15907659e-01 9.47112405e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.05           	p               	-4.96635696e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69833595e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.05           	U               	(1.04419406e-03 1.41740620e-03 -5.92391513e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903123e+00 3.15907953e-01 9.47110811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.1            	p               	-4.96626623e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69841429e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.1            	U               	(1.04417482e-03 1.41741733e-03 -5.92391618e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11903027e+00 3.15908248e-01 9.47106933e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.15           	p               	-4.96623887e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69841929e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.15           	U               	(1.04416088e-03 1.41742313e-03 -5.92388256e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902932e+00 3.15908540e-01 9.47106038e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.2            	p               	-4.96613887e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69850692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.2            	U               	(1.04413906e-03 1.41743653e-03 -5.92389511e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902838e+00 3.15908833e-01 9.47102515e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.25           	p               	-4.96610628e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69850509e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.25           	U               	(1.04412596e-03 1.41744178e-03 -5.92385528e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902743e+00 3.15909123e-01 9.47100712e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.3            	p               	-4.96601339e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69859224e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.3            	U               	(1.04410439e-03 1.41745493e-03 -5.92386688e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902650e+00 3.15909413e-01 9.47097962e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.35           	p               	-4.96597430e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69859437e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.35           	U               	(1.04409101e-03 1.41746053e-03 -5.92383042e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902556e+00 3.15909702e-01 9.47095775e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.4            	p               	-4.96588929e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69867963e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.4            	U               	(1.04406973e-03 1.41747349e-03 -5.92383979e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902463e+00 3.15909989e-01 9.47093034e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.45           	p               	-4.96585973e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69867628e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.45           	U               	(1.04405721e-03 1.41747827e-03 -5.92380092e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902370e+00 3.15910276e-01 9.47091243e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.5            	p               	-4.96576233e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69876966e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.5            	U               	(1.04403574e-03 1.41749142e-03 -5.92381499e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902277e+00 3.15910561e-01 9.47088470e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.55           	p               	-4.96573086e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69876127e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.55           	U               	(1.04402278e-03 1.41749669e-03 -5.92377690e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902185e+00 3.15910846e-01 9.47086270e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.6            	p               	-4.96563848e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69885233e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.6            	U               	(1.04400194e-03 1.41750930e-03 -5.92378660e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902093e+00 3.15911130e-01 9.47083871e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.65           	p               	-4.96560158e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69884958e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.65           	U               	(1.04398860e-03 1.41751500e-03 -5.92375276e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11902001e+00 3.15911412e-01 9.47081545e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.7            	p               	-4.96551669e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69893804e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.7            	U               	(1.04396813e-03 1.41752734e-03 -5.92375989e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901910e+00 3.15911694e-01 9.47079005e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.75           	p               	-4.96549009e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69892926e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.75           	U               	(1.04395552e-03 1.41753235e-03 -5.92372409e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901819e+00 3.15911974e-01 9.47077130e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.8            	p               	-4.96539217e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69902589e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.8            	U               	(1.04393481e-03 1.41754496e-03 -5.92373584e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901729e+00 3.15912254e-01 9.47074510e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.85           	p               	-4.96536349e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69901320e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.85           	U               	(1.04392191e-03 1.41755031e-03 -5.92370019e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901638e+00 3.15912532e-01 9.47072298e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.9            	p               	-4.96527091e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69910622e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.9            	U               	(1.04390173e-03 1.41756246e-03 -5.92370833e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901549e+00 3.15912810e-01 9.47069989e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
71.95           	p               	-4.96523656e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69910017e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71.95           	U               	(1.04388850e-03 1.41756819e-03 -5.92367637e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901459e+00 3.15913086e-01 9.47067690e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72              	p               	-4.96515163e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69919024e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72              	U               	(1.04386869e-03 1.41758007e-03 -5.92368215e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901370e+00 3.15913362e-01 9.47065220e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.05           	p               	-4.96511594e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69918824e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.05           	U               	(1.04385449e-03 1.41758653e-03 -5.92365440e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901281e+00 3.15913634e-01 9.47063748e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.1            	p               	-4.96502809e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69926684e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.1            	U               	(1.04383675e-03 1.41759675e-03 -5.92365406e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901192e+00 3.15913910e-01 9.47060144e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.15           	p               	-4.96500616e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69926575e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.15           	U               	(1.04382355e-03 1.41760235e-03 -5.92362407e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901104e+00 3.15914181e-01 9.47059308e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.2            	p               	-4.96490948e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69935288e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.2            	U               	(1.04380343e-03 1.41761466e-03 -5.92363452e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11901016e+00 3.15914453e-01 9.47056034e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.25           	p               	-4.96488188e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69934647e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.25           	U               	(1.04379107e-03 1.41761970e-03 -5.92359859e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900928e+00 3.15914723e-01 9.47054357e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.3            	p               	-4.96479268e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69943189e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.3            	U               	(1.04377119e-03 1.41763179e-03 -5.92360833e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900841e+00 3.15914993e-01 9.47051800e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.35           	p               	-4.96476139e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69942715e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.35           	U               	(1.04375894e-03 1.41763683e-03 -5.92357410e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900754e+00 3.15915262e-01 9.47049701e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.4            	p               	-4.96467420e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69951574e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.4            	U               	(1.04373869e-03 1.41764928e-03 -5.92358443e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900667e+00 3.15915529e-01 9.47047292e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.45           	p               	-4.96465107e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69950703e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.45           	U               	(1.04372728e-03 1.41765352e-03 -5.92354685e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900581e+00 3.15915795e-01 9.47045470e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.5            	p               	-4.96455973e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69959580e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.5            	U               	(1.04370719e-03 1.41766587e-03 -5.92356073e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900495e+00 3.15916061e-01 9.47043021e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.55           	p               	-4.96453083e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69958661e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.55           	U               	(1.04369517e-03 1.41767074e-03 -5.92352506e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900409e+00 3.15916326e-01 9.47040894e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.6            	p               	-4.96444374e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69967334e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.6            	U               	(1.04367579e-03 1.41768247e-03 -5.92353412e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900323e+00 3.15916589e-01 9.47038713e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.65           	p               	-4.96441320e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69966604e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.65           	U               	(1.04366373e-03 1.41768748e-03 -5.92350144e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900238e+00 3.15916852e-01 9.47036451e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.7            	p               	-4.96432749e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69975549e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.7            	U               	(1.04364406e-03 1.41769950e-03 -5.92351063e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900153e+00 3.15917114e-01 9.47034259e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.75           	p               	-4.96430564e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69974395e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.75           	U               	(1.04363276e-03 1.41770380e-03 -5.92347492e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11900069e+00 3.15917374e-01 9.47032332e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.8            	p               	-4.96421516e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69983376e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.8            	U               	(1.04361325e-03 1.41771574e-03 -5.92348744e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11899985e+00 3.15917634e-01 9.47030048e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.85           	p               	-4.96418783e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69982224e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.85           	U               	(1.04360138e-03 1.41772061e-03 -5.92345345e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11899900e+00 3.15917893e-01 9.47027893e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.9            	p               	-4.96410151e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69990938e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.9            	U               	(1.04358254e-03 1.41773197e-03 -5.92346154e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11899817e+00 3.15918151e-01 9.47025809e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
72.95           	p               	-4.96407254e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.69990028e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72.95           	U               	(1.04357066e-03 1.41773695e-03 -5.92343022e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11899734e+00 3.15918408e-01 9.47023562e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
73              	p               	-4.96398766e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.69998984e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73              	U               	(1.04355153e-03 1.41774860e-03 -5.92343854e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11899651e+00 3.15918664e-01 9.47021443e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
